episode_id,application,agent_architecture,environment,expected_action,sensor_confidence,risk_level,environment_volatility,partial_observability,energy_or_resource_level,response_time_ms,available_actions,prior_success_rate,random_noise,rational_action,utility_score,observability_label,dynamic_label,determinism_label
17146,Autonomous Delivery Robot,Goal-Based,Stormy,Stay Inside,0.8272,0.5584,0.1432,0.378,97.46,64.6,3,0.634,-0.5653,1,100,Partially Observable,Static,Stochastic
17147,Intelligent Tutoring System,Utility-Based,Cloudy,Stay Inside,0.7607,0.4459,0.7477,0.446,79.62,193.82,7,0.4445,0.6191,0,68.92,Partially Observable,Static,Deterministic
17148,Warehouse Robot,Goal-Based,Rainy,Use Umbrella,0.6233,0.4418,0.4979,0.6972,66.27,241.3,10,0.7537,0.4915,0,40.53,Fully Observable,Static,Stochastic
17149,Cybersecurity Monitoring Agent,Goal-Based,Sunny,Go Outside,0.8478,0.7262,0.3118,0.5985,,177.08,14,0.8959,-0.1548,0,69.37,Fully Observable,Static,Deterministic
17150,Autonomous Vehicle,Learning,Rainy,Use Umbrella,0.9709,0.1347,0.2003,0.2148,98.03,204.43,4,0.584,-0.1592,1,85.86,Fully Observable,Dynamic,Stochastic
17151,Smart-Home Energy Agent,Goal-Based,Snowy,Wear Winter Gear,0.8934,0.4093,0.2519,0.6662,69.27,308.03,5,0.7696,1.7054,1,91.74,Fully Observable,Static,Stochastic
17152,Smart Hospital Assistant,Learning,Rainy,Use Umbrella,0.8224,0.4106,0.748,0.1246,77.2,230.05,3,0.4218,-0.4119,0,66.35,Partially Observable,Static,Stochastic
17153,Autonomous Vehicle,Utility-Based,Cloudy,Stay Inside,0.7113,0.4827,0.2629,0.2655,78.65,192.25,2,0.6574,0.1711,1,99.55,Fully Observable,Static,Deterministic
17154,Smart Hospital Assistant,Model-Based,Stormy,Stay Inside,0.8636,0.2253,0.5115,0.5656,97.48,196.07,8,0.9802,0.5548,1,100,Partially Observable,Static,Deterministic
17155,AI Travel Assistant,Learning,Windy,Use Wind Protection,1,0.5001,0.3608,0.4904,72.23,100.69,11,0.7856,-2.3221,1,92.01,Partially Observable,Dynamic,Stochastic
17156,Warehouse Robot,Goal-Based,Sunny,Go Outside,0.8897,0.2944,0.1876,0.5431,79.0,138.62,12,0.6593,1.0546,1,95.72,Fully Observable,Dynamic,Stochastic
17157,Warehouse Robot,Learning,Rainy,Use Umbrella,0.7609,0.8337,0.2476,0.1597,84.44,313.41,13,0.8873,-0.4961,1,94.67,Partially Observable,Static,Stochastic
17158,Smart Hospital Assistant,Learning,Rainy,Use Umbrella,0.9084,0.7379,0.8027,0.1933,83.59,211.38,2,0.5139,-0.0867,0,62.42,Fully Observable,Static,Deterministic
17159,Warehouse Robot,Learning,Cloudy,Stay Inside,1,0.3004,0.5857,0.8737,61.7,315.41,12,0.8089,2.45,0,58.08,Fully Observable,Dynamic,Stochastic
17160,Warehouse Robot,Simple Reflex,Windy,Use Wind Protection,0.782,0.4252,0.4976,0.5149,91.82,267.53,3,0.6421,2.0917,0,52.82,Fully Observable,Dynamic,Stochastic
17161,Warehouse Robot,Learning,Cloudy,Stay Inside,0.9464,0.5775,0.7091,0.4735,100,179.48,13,0.9114,-0.4947,0,88.11,Fully Observable,Static,Deterministic
17162,Smart-Home Energy Agent,Utility-Based,Snowy,Wear Winter Gear,0.7836,0.0754,0.3593,0.5456,75.34,283.05,9,0.99,-0.6219,1,100,Partially Observable,Static,Stochastic
17163,Cybersecurity Monitoring Agent,Learning,Stormy,Stay Inside,0.7732,0.4661,0.1638,0.4366,87.71,71.1,13,0.7895,1.2724,1,67.89,Partially Observable,Static,Deterministic
17164,Autonomous Delivery Robot,Model-Based,Rainy,Use Umbrella,0.861,0.2087,0.3711,0.5791,42.33,185.88,8,0.7344,1.0285,1,81.74,Fully Observable,Dynamic,Deterministic
17165,Intelligent Tutoring System,Simple Reflex,Snowy,Wear Winter Gear,0.8058,0.2641,0.1989,0.3987,68.65,298.97,5,0.7547,0.5113,1,74.34,Fully Observable,Static,Deterministic
17166,Warehouse Robot,Simple Reflex,Snowy,Wear Winter Gear,0.8699,0.1834,0.0874,0.3371,100,100.08,3,0.7186,0.1421,0,60.19,Partially Observable,Dynamic,Deterministic
17167,Cybersecurity Monitoring Agent,Simple Reflex,Sunny,Go Outside,0.9677,0.3168,0.2836,0.6492,78.4,191.13,9,0.4663,0.9599,0,65.91,Fully Observable,Static,Stochastic
17168,Warehouse Robot,Learning,Rainy,Use Umbrella,0.8433,0.1431,0.4087,0.0681,,265.45,10,0.7264,-0.6965,1,99.92,Partially Observable,Static,Deterministic
17169,Warehouse Robot,Learning,Stormy,Stay Inside,1,0.1579,0.2531,0.3564,69.91,74.65,5,0.9372,-0.3064,1,100,Partially Observable,Static,Stochastic
17170,Smart Hospital Assistant,Simple Reflex,Rainy,Use Umbrella,,0.2847,0.3987,0.4504,95.5,181.89,3,0.8835,-1.5249,1,83.78,Fully Observable,Dynamic,Deterministic
17171,Smart Hospital Assistant,Goal-Based,Stormy,Stay Inside,0.622,0.3976,0.1892,0.1554,77.93,290.96,11,0.7638,-1.1455,1,82.76,Partially Observable,Dynamic,Stochastic
17172,Smart-Home Energy Agent,Goal-Based,Rainy,Use Umbrella,0.7619,0.2875,0.592,0.2485,61.3,244.12,11,0.7608,-0.265,0,71.36,Fully Observable,Dynamic,Deterministic
17173,Smart Hospital Assistant,Goal-Based,Rainy,Use Umbrella,0.8734,0.5636,0.732,0.7588,54.73,224.79,2,0.4934,-1.7054,0,46.12,Fully Observable,Dynamic,Deterministic
17174,Autonomous Delivery Robot,Model-Based,Rainy,Use Umbrella,0.9755,0.2456,0.5575,0.4148,83.99,209.9,7,0.7599,0.4362,1,83.85,Partially Observable,Dynamic,Stochastic
17175,Smart-Home Energy Agent,Learning,Cloudy,Stay Inside,1,0.5683,0.7315,0.5926,,215.6,5,0.5273,0.7372,0,79.36,Partially Observable,Dynamic,Stochastic
17176,Intelligent Tutoring System,Model-Based,Snowy,Wear Winter Gear,1,0.1161,0.7574,0.7502,68.85,214.21,8,0.6119,0.1864,0,54.47,Fully Observable,Static,Stochastic
17177,Smart Hospital Assistant,Simple Reflex,Cloudy,Stay Inside,0.8809,0.1258,0.4059,0.4265,74.96,319.15,7,0.8185,0.7057,1,86.52,Fully Observable,Static,Stochastic
17178,Warehouse Robot,Model-Based,Cloudy,Stay Inside,0.8569,0.7698,0.1864,0.4329,89.69,228.98,5,0.7173,0.3081,0,81.15,Fully Observable,Static,Stochastic
17179,Autonomous Delivery Robot,Learning,Sunny,Go Outside,0.7609,0.4975,0.2102,0.7023,,134.94,13,0.8544,0.5468,1,81.88,Fully Observable,Dynamic,Deterministic
17180,Cybersecurity Monitoring Agent,Utility-Based,Sunny,Go Outside,0.9199,0.4562,0.4565,0.6241,60.86,,11,0.8419,0.4611,0,70.04,Fully Observable,Dynamic,Deterministic
17181,Intelligent Tutoring System,Utility-Based,Windy,Use Wind Protection,,0.5385,0.3947,0.1511,82.51,248.65,2,0.8257,-0.4701,1,87.56,Partially Observable,Dynamic,Deterministic
17182,Cybersecurity Monitoring Agent,Model-Based,Windy,Use Wind Protection,0.6618,0.8613,0.0607,0.6966,88.25,267.45,2,0.8692,0.3235,0,54.84,Fully Observable,Static,Deterministic
17183,Autonomous Vehicle,Utility-Based,Snowy,Wear Winter Gear,0.8295,0.1547,0.0425,0.1688,100,176.71,11,0.9735,0.0593,1,100,Partially Observable,Dynamic,Stochastic
17184,Intelligent Tutoring System,Learning,Cloudy,Stay Inside,0.7875,0.2411,0.4928,0.8628,69.17,361.13,11,0.7288,0.8882,1,87.95,Partially Observable,Dynamic,Deterministic
17185,Autonomous Delivery Robot,Goal-Based,Snowy,Wear Winter Gear,0.8111,0.1731,0.0622,0.4337,47.96,,13,0.6729,0.2475,1,82.56,Partially Observable,Static,Deterministic
17186,Smart-Home Energy Agent,Learning,Rainy,Use Umbrella,,0.3011,0.5345,0.5317,59.19,177.57,5,0.8943,-1.7538,1,83.55,Partially Observable,Static,Stochastic
17187,Cybersecurity Monitoring Agent,Goal-Based,Sunny,Go Outside,0.853,0.6365,0.3877,0.6056,90.14,115.76,2,0.5036,-0.7268,0,62.49,Fully Observable,Dynamic,Stochastic
17188,Smart Hospital Assistant,Goal-Based,Cloudy,Stay Inside,0.7327,0.6022,0.4515,0.4067,79.04,100.7,13,0.561,1.1654,0,70.77,Partially Observable,Dynamic,Deterministic
17189,Smart Hospital Assistant,Utility-Based,Snowy,Wear Winter Gear,0.9348,0.7381,0.1741,0.7359,42.86,226.56,4,0.6723,0.2457,0,63.82,Fully Observable,Dynamic,Stochastic
17190,Smart Hospital Assistant,Model-Based,Windy,Use Wind Protection,0.9282,0.1439,0.3822,0.1715,59.33,156.94,11,0.5818,1.1902,1,100,Partially Observable,Static,Stochastic
17191,Autonomous Vehicle,Goal-Based,Snowy,Wear Winter Gear,0.8256,0.202,0.3313,0.329,59.07,203.31,10,0.7993,-0.5853,1,74.56,Partially Observable,Static,Deterministic
17192,Warehouse Robot,Model-Based,Windy,Use Wind Protection,0.907,0.0785,0.5499,0.2949,62.73,169.07,14,0.744,-0.0393,1,98.15,Fully Observable,Static,Stochastic
17193,Warehouse Robot,Model-Based,Sunny,Go Outside,0.8435,0.2395,0.4043,0.4523,77.01,288.96,5,0.8737,-0.317,1,84.74,Fully Observable,Static,Deterministic
17194,Autonomous Vehicle,Simple Reflex,Stormy,Stay Inside,0.9147,0.3359,0.0982,0.4149,63.88,192.47,14,0.6061,-0.372,0,82.23,Partially Observable,Dynamic,Deterministic
17195,Warehouse Robot,Goal-Based,Rainy,Use Umbrella,0.8326,0.2816,0.1347,0.2422,60.72,349.33,2,0.8072,-0.6503,1,97.24,Partially Observable,Static,Deterministic
17196,Autonomous Vehicle,Goal-Based,Stormy,Stay Inside,1,0.2912,0.3266,0.5547,89.55,33.73,13,0.6199,-0.821,1,80.52,Fully Observable,Dynamic,Deterministic
17197,AI Travel Assistant,Utility-Based,Snowy,Wear Winter Gear,0.6908,0.4143,0.4163,0.4579,70.98,208.2,8,0.7008,-0.3284,0,62.45,Partially Observable,Static,Stochastic
17198,Intelligent Tutoring System,Utility-Based,Rainy,Use Umbrella,0.8645,0.339,0.3003,0.3792,57.03,275.9,4,0.3605,-0.3972,1,82.61,Fully Observable,Static,Deterministic
17199,Autonomous Vehicle,Model-Based,Cloudy,Stay Inside,0.8929,0.2093,0.384,0.4504,39.97,135.88,5,0.7444,-0.2988,0,63.56,Fully Observable,Dynamic,Stochastic
17200,Smart-Home Energy Agent,Model-Based,Snowy,Wear Winter Gear,0.8654,0.3755,0.2318,0.2709,60.05,175.54,5,0.8871,-0.4461,1,86.11,Fully Observable,Dynamic,Stochastic
17201,Smart Hospital Assistant,Goal-Based,Sunny,Go Outside,0.9365,0.3333,0.2909,0.4842,54.87,255.58,2,0.8541,0.474,1,73.28,Partially Observable,Dynamic,Stochastic
17202,Autonomous Delivery Robot,Learning,Sunny,Go Outside,0.9712,0.2929,0.2648,0.3636,63.66,142.1,4,0.7585,0.1434,1,99.98,Fully Observable,Static,Deterministic
17203,Autonomous Vehicle,Goal-Based,Stormy,Stay Inside,0.8243,0.1512,0.4017,0.1488,38.84,222.97,6,0.6018,0.5879,0,61.75,Partially Observable,Static,Stochastic
17204,Smart Hospital Assistant,Model-Based,Cloudy,Stay Inside,0.8238,0.3431,0.1456,0.2194,32.38,272.39,3,0.5068,-1.0991,1,95.7,Fully Observable,Dynamic,Stochastic
17205,Warehouse Robot,Model-Based,Cloudy,Stay Inside,0.8711,0.3966,0.3521,0.3327,77.6,257.22,7,0.8604,0.4539,1,100,Fully Observable,Dynamic,Deterministic
17206,Warehouse Robot,Learning,Snowy,Wear Winter Gear,0.6546,0.3466,0.1822,0.2573,80.9,122.55,9,0.99,-1.6021,1,100,Partially Observable,Static,Deterministic
17207,Autonomous Delivery Robot,Utility-Based,Windy,Use Wind Protection,0.9391,0.2867,0.3954,0.3473,86.67,232.94,13,0.6935,1.0793,1,99.44,Partially Observable,Dynamic,Stochastic
17208,Warehouse Robot,Goal-Based,Windy,Use Wind Protection,1,0.7218,0.0278,0.4953,79.89,178.77,8,0.7596,-0.5721,1,71.27,Partially Observable,Dynamic,Stochastic
17209,Intelligent Tutoring System,Model-Based,Snowy,Wear Winter Gear,0.7822,0.5201,0.264,0.4939,71.45,237.89,6,0.65,1.3446,0,59.07,Fully Observable,Dynamic,Deterministic
17210,Smart Hospital Assistant,Simple Reflex,Sunny,Go Outside,0.8559,0.2876,0.3708,0.4215,81.52,159.13,7,0.81,-1.8457,1,80.8,Partially Observable,Dynamic,Stochastic
17211,Smart Hospital Assistant,Learning,Windy,Use Wind Protection,1,0.3228,0.3212,0.169,59.09,131.46,4,0.6827,1.0379,1,100,Partially Observable,Static,Deterministic
17212,Smart-Home Energy Agent,Learning,Sunny,Go Outside,0.8055,0.4134,0.4673,0.4436,94.04,120.55,2,0.5755,-0.6585,0,59.86,Fully Observable,Dynamic,Stochastic
17213,AI Travel Assistant,Model-Based,Rainy,Use Umbrella,0.8223,0.368,0.2809,0.409,67.22,148.29,7,0.8078,-0.4856,1,82.59,Partially Observable,Static,Deterministic
17214,Warehouse Robot,Learning,Cloudy,Stay Inside,1,0.5316,0.3385,0.1274,57.08,156.18,2,0.99,0.4178,1,100,Partially Observable,Dynamic,Deterministic
17215,Autonomous Delivery Robot,Learning,Cloudy,Stay Inside,0.8023,0.2377,0.1433,0.3158,53.7,315.89,3,0.5108,0.439,1,92.59,Partially Observable,Static,Deterministic
17216,Smart-Home Energy Agent,Goal-Based,Rainy,Use Umbrella,0.7093,0.1855,0.3084,0.6084,,249.69,8,0.7036,-0.004,0,68.66,Partially Observable,Static,Stochastic
17217,Smart-Home Energy Agent,Utility-Based,Windy,Use Wind Protection,0.7835,0.8403,0.553,0.4386,64.06,179.42,3,0.6213,-0.7109,0,78.0,Fully Observable,Dynamic,Stochastic
17218,Intelligent Tutoring System,Model-Based,Windy,Use Wind Protection,0.8105,0.1776,0.5435,0.585,68.83,96.18,14,0.9664,-0.1474,1,100,Fully Observable,Dynamic,Deterministic
17219,Cybersecurity Monitoring Agent,Goal-Based,Cloudy,Stay Inside,0.7444,0.4022,0.3837,0.3805,53.45,62.65,10,0.934,-0.6986,0,41.68,Partially Observable,Static,Stochastic
17220,Autonomous Vehicle,Simple Reflex,Snowy,Wear Winter Gear,0.9132,0.675,0.2651,0.5333,67.65,239.57,13,0.6663,1.5483,1,93.99,Partially Observable,Dynamic,Stochastic
17221,Smart-Home Energy Agent,Utility-Based,Snowy,Wear Winter Gear,0.7546,0.1909,0.3384,0.174,76.89,246.04,13,0.7809,0.0935,1,93.23,Fully Observable,Static,Stochastic
17222,Autonomous Vehicle,Utility-Based,Snowy,Wear Winter Gear,0.6995,0.3853,0.3686,0.1907,35.67,208.32,12,0.8381,-2.0952,0,78.96,Partially Observable,Dynamic,Deterministic
17223,Smart Hospital Assistant,Goal-Based,Stormy,Stay Inside,0.9554,0.4226,0.4078,0.1458,76.15,123.79,13,0.9676,2.8652,1,100,Fully Observable,Static,Stochastic
17224,Warehouse Robot,Goal-Based,Snowy,Wear Winter Gear,0.7896,0.4215,0.2382,0.4012,53.8,131.35,12,0.99,0.7673,1,87.78,Fully Observable,Static,Stochastic
17225,Intelligent Tutoring System,Model-Based,Sunny,Go Outside,0.8832,0.6587,0.2548,0.1529,67.48,292.78,10,0.5198,1.0592,1,85.73,Fully Observable,Dynamic,Deterministic
17226,Autonomous Vehicle,Model-Based,Snowy,Wear Winter Gear,0.9881,0.4223,0.1643,0.2932,71.35,143.4,7,0.8071,-2.2473,1,97.9,Fully Observable,Dynamic,Deterministic
17227,Smart-Home Energy Agent,Model-Based,Stormy,Stay Inside,0.9277,0.3974,0.1596,0.35,83.9,138.7,13,0.7065,-0.275,1,80.24,Fully Observable,Static,Deterministic
17228,Intelligent Tutoring System,Utility-Based,Snowy,Wear Winter Gear,0.6682,0.2824,0.6816,0.3514,58.83,206.4,14,0.7586,1.4112,0,60.31,Partially Observable,Static,Stochastic
17229,Autonomous Vehicle,Learning,Windy,Use Wind Protection,1,0.5827,0.5721,0.1999,66.22,218.52,3,0.8014,1.1195,0,63.26,Fully Observable,Dynamic,Stochastic
17230,Intelligent Tutoring System,Simple Reflex,Snowy,Wear Winter Gear,0.8975,0.3553,0.1705,0.7896,81.55,279.98,6,0.5386,2.1257,0,68.42,Fully Observable,Static,Stochastic
17231,Intelligent Tutoring System,Model-Based,Cloudy,Stay Inside,0.9653,0.4329,0.1149,0.4193,85.68,231.23,10,0.7463,-0.0535,1,96.96,Fully Observable,Static,Stochastic
17232,Warehouse Robot,Utility-Based,Cloudy,Stay Inside,1,0.2133,0.3458,0.6325,60.85,133.42,13,0.7296,-0.1838,0,61.4,Partially Observable,Static,Stochastic
17233,Autonomous Delivery Robot,Model-Based,Sunny,Go Outside,0.8004,0.3099,0.0597,0.3736,98.49,162.28,8,0.3995,-1.0674,1,97.18,Partially Observable,Static,Deterministic
17234,Autonomous Vehicle,Simple Reflex,Cloudy,Stay Inside,0.9084,0.1335,0.0973,0.4038,74.09,117.84,4,0.7141,0.211,1,79.0,Fully Observable,Static,Deterministic
17235,Cybersecurity Monitoring Agent,Utility-Based,Cloudy,Stay Inside,0.7156,0.5505,0.3554,0.4293,100,,14,0.9521,0.841,0,65.0,Fully Observable,Dynamic,Deterministic
17236,Smart Hospital Assistant,Simple Reflex,Cloudy,Stay Inside,0.9592,0.4621,0.1371,0.3128,93.43,314.02,11,0.9069,-0.2468,1,88.96,Fully Observable,Static,Stochastic
17237,AI Travel Assistant,Model-Based,Windy,Use Wind Protection,0.6553,0.503,0.3139,0.2589,,118.8,8,0.3702,0.089,1,83.02,Fully Observable,Static,Deterministic
17238,Cybersecurity Monitoring Agent,Learning,Rainy,Use Umbrella,0.7364,0.5292,0.5583,0.717,69.19,292.8,7,0.7976,-1.7864,0,57.32,Partially Observable,Dynamic,Deterministic
17239,Intelligent Tutoring System,Simple Reflex,Cloudy,Stay Inside,0.9189,0.1487,0.2569,0.433,81.95,274.86,3,0.5324,-1.2388,0,47.95,Fully Observable,Dynamic,Deterministic
17240,Cybersecurity Monitoring Agent,Goal-Based,Snowy,Wear Winter Gear,0.8247,0.7978,0.5759,0.6741,,152.16,5,0.6936,-0.3121,0,53.85,Fully Observable,Dynamic,Stochastic
17241,Cybersecurity Monitoring Agent,Goal-Based,Windy,Use Wind Protection,0.7708,0.4402,0.4594,0.6057,100,59.26,11,0.9793,-0.233,1,100,Fully Observable,Static,Deterministic
17242,AI Travel Assistant,Learning,Windy,Use Wind Protection,1,0.4156,0.5324,0.1263,44.01,385.54,9,0.7055,0.5621,1,87.86,Fully Observable,Static,Deterministic
17243,Smart Hospital Assistant,Model-Based,Stormy,Stay Inside,0.7119,0.1879,0.1999,0.6891,78.95,20,12,0.6483,0.0667,0,76.79,Partially Observable,Static,Deterministic
17244,Intelligent Tutoring System,Learning,Rainy,Use Umbrella,0.7252,0.4205,0.496,0.7012,93.62,333.98,11,0.696,-0.8173,0,55.81,Fully Observable,Static,Stochastic
17245,Cybersecurity Monitoring Agent,Learning,Rainy,Use Umbrella,0.8867,0.2076,0.4558,0.5522,61.71,206.49,5,0.8707,-0.7917,1,96.52,Partially Observable,Static,Deterministic
17246,Warehouse Robot,Utility-Based,Rainy,Use Umbrella,0.8184,0.1986,0.2115,0.6385,56.63,245.7,5,0.5027,1.2516,0,62.51,Partially Observable,Dynamic,Stochastic
17247,Autonomous Vehicle,Goal-Based,Rainy,Use Umbrella,0.9695,0.1975,0.018,0.4961,50.58,365.43,5,0.99,0.5299,0,71.85,Fully Observable,Static,Deterministic
17248,Warehouse Robot,Learning,Snowy,Wear Winter Gear,0.6821,0.3955,0.2455,0.3474,97.51,342.46,6,0.7209,1.433,0,68.27,Fully Observable,Dynamic,Deterministic
17249,Intelligent Tutoring System,Model-Based,Cloudy,Stay Inside,0.8599,0.5331,0.3085,0.2607,88.57,188.89,6,0.983,0.4402,1,100,Fully Observable,Dynamic,Deterministic
17250,Warehouse Robot,Goal-Based,Cloudy,Stay Inside,0.754,0.5038,0.5925,0.5291,60.07,185.07,7,0.8823,1.3744,0,68.1,Fully Observable,Dynamic,Deterministic
17251,Autonomous Vehicle,Model-Based,Sunny,Go Outside,0.7575,0.3183,0.3107,0.5178,94.28,226.08,7,0.745,-1.5044,1,87.21,Fully Observable,Dynamic,Stochastic
17252,Smart Hospital Assistant,Model-Based,Windy,Use Wind Protection,0.8115,0.3388,0.2436,0.6749,79.61,148.11,9,0.6103,3.2963,0,68.86,Partially Observable,Static,Stochastic
17253,Autonomous Vehicle,Model-Based,Stormy,Stay Inside,0.7969,0.3782,0.4082,0.3792,46.6,220.06,3,0.6721,-1.2023,1,66.15,Fully Observable,Static,Stochastic
17254,Warehouse Robot,Learning,Rainy,Use Umbrella,0.7118,0.3342,0.065,0.5716,75.72,178.53,13,0.9479,0.1042,1,99.84,Fully Observable,Static,Stochastic
17255,Autonomous Vehicle,Goal-Based,Sunny,Go Outside,0.9354,0.5047,0.6918,0.7176,69.22,182.31,12,0.6904,0.5974,0,57.74,Partially Observable,Dynamic,Stochastic
17256,Smart-Home Energy Agent,Simple Reflex,Rainy,Use Umbrella,1,0.3152,0.4496,0.2275,89.14,357.92,14,0.6577,1.5357,1,87.02,Partially Observable,Static,Stochastic
17257,Cybersecurity Monitoring Agent,Model-Based,Cloudy,Stay Inside,0.7495,0.439,0.3854,0.2846,64.29,238.31,12,0.893,0.4302,0,82.56,Partially Observable,Dynamic,Stochastic
17258,Warehouse Robot,Learning,Stormy,Stay Inside,0.7518,0.5697,0.3696,0.4536,77.94,161.52,14,0.5836,-0.2741,0,57.49,Fully Observable,Static,Stochastic
17259,Smart-Home Energy Agent,Goal-Based,Snowy,Wear Winter Gear,0.7076,0.2202,0.1853,0.3397,73.73,278.37,11,0.6533,0.9544,0,79.36,Partially Observable,Static,Deterministic
17260,Autonomous Delivery Robot,Utility-Based,Sunny,Go Outside,0.8962,0.192,0.302,0.4476,62.55,286.22,13,0.6527,-3.3889,1,79.23,Partially Observable,Dynamic,Deterministic
17261,Cybersecurity Monitoring Agent,Simple Reflex,Windy,Use Wind Protection,0.7679,0.4343,0.6943,0.18,87.4,221.71,4,0.649,0.3084,0,69.51,Fully Observable,Dynamic,Stochastic
17262,Autonomous Vehicle,Learning,Windy,Use Wind Protection,0.7831,0.3441,0.2582,0.2094,96.72,79.0,8,0.8029,-1.7982,1,89.93,Fully Observable,Dynamic,Stochastic
17263,Autonomous Delivery Robot,Learning,Cloudy,Stay Inside,0.7013,0.2218,0.1503,0.6017,43.21,253.0,3,0.7215,1.8358,0,81.38,Partially Observable,Static,Stochastic
17264,Smart Hospital Assistant,Model-Based,Windy,Use Wind Protection,0.8245,0.5243,0.2803,0.6171,57.54,151.37,2,0.6533,-0.0919,0,60.81,Partially Observable,Dynamic,Stochastic
17265,Autonomous Vehicle,Goal-Based,Rainy,Use Umbrella,0.8351,0.3723,0.2779,0.4874,55.27,283.62,13,0.7427,1.3679,0,72.11,Partially Observable,Dynamic,Stochastic
17266,Warehouse Robot,Learning,Snowy,Wear Winter Gear,0.8484,0.4245,0.1516,0.2253,77.47,268.43,13,0.8943,-1.2637,1,95.03,Fully Observable,Dynamic,Stochastic
17267,Warehouse Robot,Model-Based,Sunny,Go Outside,0.7389,0.1627,0.0038,0.4709,51.84,287.42,5,0.2083,1.7412,0,59.15,Fully Observable,Static,Stochastic
17268,Cybersecurity Monitoring Agent,Model-Based,Snowy,Wear Winter Gear,0.9576,0.262,0.3119,0.3079,74.14,,7,0.757,-0.4853,1,100,Fully Observable,Static,Deterministic
17269,Intelligent Tutoring System,Utility-Based,Windy,Use Wind Protection,0.6939,0.2808,0.471,0.2338,94.22,372.84,6,0.8527,-0.1075,0,65.16,Partially Observable,Static,Deterministic
17270,Cybersecurity Monitoring Agent,Utility-Based,Windy,Use Wind Protection,0.8241,0.1198,0.2233,0.445,79.07,164.49,8,0.7878,0.0581,1,80.8,Fully Observable,Dynamic,Stochastic
17271,Intelligent Tutoring System,Learning,Snowy,Wear Winter Gear,0.7874,0.4159,0.1867,0.4079,64.34,76.79,13,0.3071,-0.9154,1,68.92,Fully Observable,Dynamic,Stochastic
17272,Smart Hospital Assistant,Learning,Stormy,Stay Inside,0.9019,0.3333,0.1003,0.7403,75.42,90.23,13,0.9448,1.0532,1,84.94,Partially Observable,Dynamic,Deterministic
17273,Warehouse Robot,Model-Based,Sunny,Go Outside,0.8572,0.5834,0.3275,0.2453,71.05,176.85,6,0.4696,-0.8525,0,47.97,Fully Observable,Dynamic,Stochastic
17274,Cybersecurity Monitoring Agent,Utility-Based,Stormy,Stay Inside,0.5751,0.4582,0.287,0.3802,87.57,230.01,10,0.7842,-0.2241,0,68.69,Partially Observable,Dynamic,Stochastic
17275,Autonomous Vehicle,Learning,Cloudy,Stay Inside,0.9663,0.7491,0.2494,0.7171,94.15,148.39,14,0.9528,-0.813,1,85.29,Partially Observable,Dynamic,Deterministic
17276,Autonomous Delivery Robot,Goal-Based,Sunny,Go Outside,0.7185,0.2733,0.0322,0.1509,73.6,269.77,12,0.6679,-1.9897,1,100,Partially Observable,Static,Deterministic
17277,Warehouse Robot,Utility-Based,Cloudy,Stay Inside,0.7923,0.2715,0.1725,0.4619,91.52,201.89,14,0.5112,0.5057,1,89.56,Partially Observable,Dynamic,Stochastic
17278,AI Travel Assistant,Goal-Based,Cloudy,Stay Inside,0.7292,0.3428,0.1651,0.1652,73.85,391.39,3,0.8979,0.1561,0,87.05,Partially Observable,Dynamic,Deterministic
17279,Smart Hospital Assistant,Model-Based,Stormy,Stay Inside,0.6997,0.0706,0.5925,0.2924,77.47,126.75,6,0.6622,0.2937,0,80.12,Partially Observable,Static,Stochastic
17280,Smart-Home Energy Agent,Simple Reflex,Snowy,Wear Winter Gear,,0.2307,0.362,0.4766,93.9,296.0,2,0.6394,-0.58,0,62.36,Fully Observable,Dynamic,Deterministic
17281,Intelligent Tutoring System,Learning,Stormy,Stay Inside,0.8911,0.075,0.3112,0.6936,49.12,222.46,7,0.8051,-1.5319,1,100,Fully Observable,Static,Deterministic
17282,Intelligent Tutoring System,Learning,Sunny,Go Outside,0.833,0.2779,0.5732,0.2943,40.09,196.77,14,0.6925,0.6152,1,88.37,Fully Observable,Static,Deterministic
17283,Cybersecurity Monitoring Agent,Simple Reflex,Stormy,Stay Inside,0.8804,0.1918,0.3867,0.4475,66.05,368.38,11,0.801,1.8012,1,73.18,Partially Observable,Static,Deterministic
17284,AI Travel Assistant,Model-Based,Snowy,Wear Winter Gear,0.7738,0.3826,0.4544,0.7422,42.03,168.88,4,0.7999,-0.0643,0,68.72,Fully Observable,Static,Deterministic
17285,Autonomous Delivery Robot,Learning,Snowy,Wear Winter Gear,0.8059,0.6417,0.468,0.443,62.44,264.08,10,0.9403,0.0078,1,79.47,Partially Observable,Static,Stochastic
17286,Intelligent Tutoring System,Learning,Windy,Use Wind Protection,0.9043,0.7165,0.1968,0.588,48.98,174.27,13,0.6486,-0.0248,1,79.68,Partially Observable,Dynamic,Stochastic
17287,Autonomous Delivery Robot,Model-Based,Snowy,Wear Winter Gear,0.8502,0.2203,0.3678,0.2073,34.32,166.81,11,0.8505,2.3155,1,100,Partially Observable,Dynamic,Stochastic
17288,Autonomous Vehicle,Model-Based,Sunny,Go Outside,0.7558,0.5203,0.647,0.3898,,281.33,6,0.7327,-0.5521,0,52.88,Partially Observable,Dynamic,Deterministic
17289,Autonomous Vehicle,Learning,Snowy,Wear Winter Gear,0.796,0.5763,0.1704,0.5985,58.94,126.24,4,0.8025,-0.5978,0,64.78,Fully Observable,Static,Stochastic
